Trailer: The Edge of Seventeen https://t.co/ATpQY8yTfO
"RT @DanielJLayton: Just saw Edge of Seventeen and LOVED it. So warmly funny, very real and driven by EXCELLENT performances. Hailee Steinfe"
"RT @DanielJLayton: Just saw Edge of Seventeen and LOVED it. So warmly funny, very real and driven by EXCELLENT performances. Hailee Steinfe"
RT @AMCTheatres: Awkward is the new cool. @HaileeSteinfeld stars in #EdgeOf17 - coming to theatres this weekend! Get tix: https://t.co/PHJ9
We're premiering The Edge of Seventeen this Friday! Reviews predict it will be the next Juno! Tickets and... https://t.co/pKQ8KrqgbF
We're premiering The Edge of Seventeen this Friday! Reviews predict it will be the next Juno! Tickets and... https://t.co/Z75kjcmxyc
RT @HSteinfeldNews: New stills of Hailee Steinfeld in 'The Edge Of Seventeen' #EdgeOf17 https://t.co/lGE4gylTa4
"RT @HSteinfeldNews: Hailee Steinfeld, photographed at the Four Seasons hotel in Los Angeles for 'The Edge of Seventeen' press https://t.co/"
We're premiering The Edge of Seventeen this Friday! Reviews predict it will be the next Juno! Tickets and... https://t.co/0auVNz4aRr
@Iovesickroses edge of seventeen?
the edge of seventeen looks so funny i'm so excited PLUS it has my husband blake jenner in it
Someone see The Edge of Seventeen with me.
"RT @DanielJLayton: Just saw Edge of Seventeen and LOVED it. So warmly funny, very real and driven by EXCELLENT performances. Hailee Steinfe"
Edge of Seventeen actress says film 'real and honest' - AFP https://t.co/kY28pLeY74
Edge of Seventeen actress says film real and honest https://t.co/rviTfK69kz #Sincategora
Edge of Seventeen' borders on brilliance https://t.co/8brzBMAs5r
"RT @DanielJLayton: Just saw Edge of Seventeen and LOVED it. So warmly funny, very real and driven by EXCELLENT performances. Hailee Steinfe"
"RT @DanielJLayton: Just saw Edge of Seventeen and LOVED it. So warmly funny, very real and driven by EXCELLENT performances. Hailee Steinfe"
"Just saw Edge of Seventeen and LOVED it. So warmly funny, very real and driven by EXCELLENT performances. Hailee Steinfeld is wonderful."
"i want to see the edge of seventeen really bad, it looks so cute"
RT @Chicago_Reader: . @HaileeSteinfeld on playing a unconventional teen outsider in 'The Edge of Seventeen.'  https://t.co/ipIVcleQQq
The edge of seventeen and fantastic beasts for sure this weekend
I want to see the edge of seventeen
RT @itgetsbedder: no one will just tell me if stevie nicks is at all featured in THE EDGE OF SEVENTEEN
"RT @PhoenixFilmFest: Just announced. Actress Haley Lu Richardson will be attending our screening of ""The Edge of Seventeen"" on... https://t"
RT @zahraelkhazragi: full shoot over on https://t.co/J4BFnVUZWx  https://t.co/958HyQdhBI
getting a haircut and the salon is playing edge of seventeen im in love https://t.co/UTmw4FoGLP
I chat with Woody Harrelson about his new film #EdgeofSeventeen @KCLIVETV https://t.co/mqvN8CQEDZ @41actionnews #coolcat #film #cheers
"The Edge Of Seventeen whilst fun and charming is a bit too self conscious and lacks depth. Sweet, amusing and forgettable."
'Edge Of Seventeen' and 'Split' for me today. Should be interesting.
@alissa13marie Reason #50 billion why we need to be live closer; No one wants to see Edge of Seventeen w/ me.
Edge of Seventeen actress says film 'real and honest' https://t.co/OZEeTy7WRR https://t.co/m3RH59bTIz
RT @MovieJunction: The Edge of Seventeen... new comedy coming to @MovieJunction soon https://t.co/8lvnVHQWhD https://t.co/joEaudfFZy
Someone take me to see The Edge of Seventeen!!!
I have to see The Edge of Seventeen this Friday.
#HaileeSteinfeld On Playing a Teen With a Hard Time Growing Up In #TheEdgeofSeventeen - https://t.co/FisUbWNPV9 @HaileeSteinfeld #EdgeOf17
The Reason Why #WoodyHarrelson Is The Scene Stealer In #TheEdgeofSeventeen - https://t.co/ELdA0tmHDo #EdgeOf17 @EdgeOf17 #edgeofseventeen
I liked a @YouTube video https://t.co/yP0uGs5vXh The Edge of Seventeen TV SPOT - Honest (2016) - Hailee Steinfeld Movie
"Two Sides Of #HaileeSteinfeld To Her #TheEdgeofSeventeen Co-Stars, @HaydenSzeto And #HaleyLuRichardson - https://t.co/fgYKknOFqI  #EdgeOf17"
RT @usatodaylife: Hailee Steinfeld goes full awkward in #EdgeofSeventeen https://t.co/Ec95Jyxwek
"RT @UPROXX: Hailee Steinfeld helps turn 'Edge Of Seventeen' into a funny, biting teen comedy https://t.co/xKLNAIVrjb https://t.co/8etfntul3K"
RT @CineplexMovies: We chatted with the wonderful @HaydenSzeto who costars along @HaileeSteinfeld in #Edgeof17. https://t.co/SliGANwL3I htt
"Fantastic Beasts, Edge of Seventeen, Bleed For This and Billy Lynn all come out this weekend and I want to watch them all!"
"@nilesdennard Arrival, The edge of Seventeen and I must admit I want to see Trolls"
"Two Sides Of Hailee Steinfeld According To Her EDGE OF SEVENTEEN Co-Stars, Hayden S https://t.co/f0iNQ7Cggs"
I dare someone to go see The Edge of Seventeen with me this weekend
AFP France Press - Edge of Seventeen actress says film 'real and honest' https://t.co/74FPzZ4j0i #PaginaNuova #Press
#Movie Reviews - Movie Review  'The Edge of Seventeen' - https://t.co/4CkSZt58GH https://t.co/hJAL3DhIXb
The Edge of Seventeen... new comedy coming to @MovieJunction soon https://t.co/8lvnVHQWhD https://t.co/joEaudfFZy
...Edge of Seventeen... https://t.co/n1h7KyQ7pV
"Review: ""The Edge of Seventeen"" is a coming-of-age story that actually sounds authentic: ""The Edge of Seventeen https://t.co/WEhnhWnN1R"
Stevie Nicks - Edge Of Seventeen https://t.co/gaowocATtL #VintageSoundPlaylist
The Edge of Seventeen TV SPOT - Honest 2016 - Hailee Steinfeld Movie WATCH at: https://t.co/NyvziWlvYi https://t.co/FmbdSvRJND
I added a video to a @YouTube playlist https://t.co/uPYJiE4Ahb Edge Of Seventeen Cover
I wanna see The Edge of Seventeen
I'm not going to watch the Edge of Seventeen this weekend cause my theatre is not showing it I have no where to watch it
"Every time I remember any of the scenes from the new film, THE EDGE OF SEVENTEEN, I just start chuckling and... https://t.co/AREWj7V7bH"
Hailee Steinfeld On Playing a Teenager With a Hard Time Growing Up In THE EDGE OFSEVENTEEN https://t.co/ctwR6WYkUM
Gostei de um vdeo do @YouTube https://t.co/K3WqylQg01 The Edge of Seventeen TV SPOT - Honest (2016) - Hailee Steinfeld Movie
"Just announced. Actress Haley Lu Richardson will be attending our screening of ""The Edge of Seventeen"" on... https://t.co/TWH7hFY4Bh"
Stevie Nicks - Edge of Seventeen
RT @rilaws: THE EDGE OF SEVENTEEN is v good.
RT @eOneUK: RT for your chance to win 2 tickets to a preview screening of #EdgeOf17 on November 24 with @LucyandLydia! [T&amp;Cs: https://t.co/
"I have GOT to see ""edge of seventeen"""
**WIN 1 of 5 pairs of tickets to the Exclusive preview screening of The Edge of Seventeen - Enter Here: https://t.co/YU2vFZ8cbH
"This tweet has been brought to you by the NBR screening for THE EDGE OF SEVENTEEN, which I will also not be going to. kermitcheering.gif"
'The Edge of Seventeen' adds up to moving coming-of-age dramedy https://t.co/Vw9P9pZjEQ
"Correct me if I'm wrong but if I'm not mistaken, the last time an actor received Oscar nomination for best... https://t.co/BwM7CUgXzd"
The Reason Why Woody Harrelson Is The Scene Stealer In THE EDGE OFSEVENTEEN https://t.co/OFrxA5MpJh
@whereisMUNA is coming to KC &amp; I couldn't be more excited to see them a 2nd time! Please cover Edge of Seventeen again! #MUNA #YouGoGirls
RT @AlexandriaMorgz: Since we are in the last months of 2016 is it finally appropriate to say we are on the....Edge of Seventeen? https://t
@STXEnt how early would you recommend getting in line for the advance screening of  The edge of seventeen in nyc
No one wants to join me to see The Edge of Seventeen today. That's cool. It's free. I want to see it.
i hope Edge of Seventeen starts the trend of @DuffinsDonuts becoming THE cool place for dope teens to come cry at and feel safe
https://t.co/x1L7MKGpkQ Hey Guys My early review for  The Edge of Seventeen is up  Check it out
The Edge of Seventeen Coming to Theaters 11/18 @STXEnt https://t.co/0Lb7XeIId7 https://t.co/UNhuE9vdTV
"One of my favorite films this year is hands down THE EDGE OF SEVENTEEN, its originality is so refreshing, it's... https://t.co/sdyPDJpUTX"
"Two Sides Of Hailee Steinfeld According To Her EDGE OF SEVENTEEN Co-Stars, Hayden Szeto And Haley LuRichardson https://t.co/qXvJrDLTK2"
RT @CineplexMovies: We chatted with the wonderful @HaydenSzeto who costars along @HaileeSteinfeld in #Edgeof17. https://t.co/SliGANwL3I htt
RT @CineplexMovies: We chatted with the wonderful @HaydenSzeto who costars along @HaileeSteinfeld in #Edgeof17. https://t.co/SliGANwL3I htt
RT @CineplexMovies: We chatted with the wonderful @HaydenSzeto who costars along @HaileeSteinfeld in #Edgeof17. https://t.co/SliGANwL3I htt
Edge Of Seventeen looks really adorable and funny~! I need to see that movie !!
RT @CineplexMovies: We chatted with the wonderful @HaydenSzeto who costars along @HaileeSteinfeld in #Edgeof17. https://t.co/SliGANwL3I htt
RT @CineplexMovies: We chatted with the wonderful @HaydenSzeto who costars along @HaileeSteinfeld in #Edgeof17. https://t.co/SliGANwL3I htt
RT @HSteinfeldNews: New stills of Hailee Steinfeld in 'The Edge Of Seventeen' #EdgeOf17 https://t.co/lGE4gylTa4
RT @zahraelkhazragi: full shoot over on https://t.co/J4BFnVUZWx  https://t.co/958HyQdhBI
We chatted with the wonderful @HaydenSzeto who costars along @HaileeSteinfeld in #Edgeof17. https://t.co/SliGANwL3I https://t.co/dHe9D662Sr
RT @eOneUK: RT for your chance to win 2 tickets to a preview screening of #EdgeOf17 on November 24 with @LucyandLydia! [T&amp;Cs: https://t.co/
Just waiting for Friday to come so I can go see Edge of Seventeen
RT @zahraelkhazragi: full shoot over on https://t.co/J4BFnVUZWx  https://t.co/958HyQdhBI
btw does anyone want to see THE EDGE OF SEVENTEEN and then watch EDGE OF SEVENTEEN this weekend? https://t.co/aL0ZGU4MMH
RT @HSteinfeldNews: New stills of Hailee Steinfeld in 'The Edge Of Seventeen' #EdgeOf17 https://t.co/lGE4gylTa4
RT @rilaws: THE EDGE OF SEVENTEEN is v good.
So im gonna go watch edge of seventeen by myself
RT @eOneUK: RT for your chance to win 2 tickets to a preview screening of #EdgeOf17 on November 24 with @LucyandLydia! [T&amp;Cs: https://t.co/
"""Fantastic Beasts and Where to Find Them"" and ""The Edge of Seventeen"" in cinemas in 7.1. https://t.co/JBPTavDX7r / https://t.co/L3w9wLEn7E"
I wanna watch the Edge of seventeen
no one will just tell me if stevie nicks is at all featured in THE EDGE OF SEVENTEEN
full shoot over on https://t.co/J4BFnVUZWx  https://t.co/958HyQdhBI
RT @rilaws: THE EDGE OF SEVENTEEN is v good.
RT @rilaws: THE EDGE OF SEVENTEEN is v good.
THE EDGE OF SEVENTEEN is v good.
The Edge of Seventeen looks so good
i'm gonna regret seeing edge of seventeen with my mom but fuck it
Quiero ver the edge of seventeen obli...
RT @CineplexMovies: Raise your hand if you're excited for #Edgeof17!  See it in theatres this weekend! https://t.co/LzwVWdcLAF https://t.c
Hailee Steinfeld on The Edge of Seventeen and Balancing Movies and Music https://t.co/9IDL6JDL80 https://t.co/sjn0cGyGfX
RT @Slant_Magazine: The smartest thing about the teen dramedy #TheEdgeOfSeventeen is its measured take on its protagonist's theatrics. http
I wonder if I've seen more trailers for Edge of Seventeen or Moana at this point
RT @AMCTheatres: Awkward is the new cool. @HaileeSteinfeld stars in #EdgeOf17 - coming to theatres this weekend! Get tix: https://t.co/PHJ9
i'm so excited for the edge of seventeen
THE EDGE OF SEVENTEEN: I love coming of age films. Love them. I loved Perks of Being a https://t.co/asUYMGEyjV
"Free Advance Movie Screening of Edge of Seventeen (@EdgeOf17) in Orlando, FL (Studio Code) - https://t.co/cui3YqolM1"
"Free Advance Movie Screening of Edge of Seventeen (@EdgeOf17) in Orlando, FL (Studio Code) - https://t.co/fYSexglHOf"
"Opening This Week: Fantastic Beasts, Billy Lynn's Halftime Walk, The Edge of Seventeen, Bleed for This https://t.co/ciB7EXV4fC"
Woody Harrelson sits and delivers as a bad teacher in 'Edge of Seventeen' https://t.co/6duQcm26eA via @usatoday #comedy #talentedactors
I can't wait to watch edge of seventeen
Hailee Steinfeld on ?The Edge of Seventeen? and Balancing Movies and Music #edge https://t.co/WI6mwAf1Bi
"Hailee Steinfeld Helps Turn ?Edge Of Seventeen? Into A Funny, Biting Teen Comedy #steinfeld https://t.co/z4YsBU6TTZ"
"Hailee Steinfeld Helps Turn ?Edge Of Seventeen? Into A Funny, Biting Teen Comedy #steinfeld https://t.co/z4YsBTPj2r"
Movie review: &amp;#039;Edge of Seventeen&amp;#039; is an instant teen classic #movie https://t.co/BpiybqxINJ
Movie review: &amp;#039;Edge of Seventeen&amp;#039; is an instant teen classic #movie https://t.co/BpiybqPjFh
"Free Advance Movie Screening of Edge of Seventeen (@EdgeOf17) in Miami Beach, FL via @AlliedIMMiami (Studio Code) - https://t.co/T2GS2A3Q8u"
"Free Advance Movie Screening of Edge of Seventeen (@EdgeOf17) in Miami Beach, FL via @AlliedIMMiami (Studio Code) - https://t.co/MNpVZbETK2"
The Edge of Seventeen TV SPOT - Honest (2016) - Hailee Steinfeld Movie https://t.co/o9LuW9OUfQ #TDoug https://t.co/WfmmTCiVp6
RT @Chicago_Reader: . @HaileeSteinfeld on playing a unconventional teen outsider in 'The Edge of Seventeen.'  https://t.co/ipIVcleQQq
Hailee Steinfeld talks about the awful wig she wore for \'Edge of Seventeen\' https://t.co/k4qj509Pak
Hailee Steinfeld goes full awkward in 'Edge of Seventeen' https://t.co/h2EqU2GpJQ
"Free Advance Movie Screening of Edge of Seventeen (@EdgeOf17) in Gainesville, FL via @STXEnt (Studio Code) - https://t.co/oOsD1rSR8F"
"Free Advance Movie Screening of Edge of Seventeen (@EdgeOf17) in Gainesville, FL via @STXEnt (Studio Code) - https://t.co/fhTq0lmnhM"
i really wanna go see the Edge of Seventeen but i dont want to go alone
RT @HSteinfeldNews: New stills of Hailee Steinfeld in 'The Edge Of Seventeen' #EdgeOf17 https://t.co/lGE4gylTa4
"RT @HSteinfeldNews: Hailee Steinfeld, photographed at the Four Seasons hotel in Los Angeles for 'The Edge of Seventeen' press https://t.co/"
"RT @HSteinfeldNews: #2 Hailee on accesshollywood's IG Story:  ""Describe 'The Edge Of Seventeen' in 3 emojis."" #EdgeOf17 https://t.co/9dPqfI"
.@fireineveryshot we should see The Edge of Seventeen together
"Free Advance Movie Screening of Edge of Seventeen (@EdgeOf17) in Tampa, FL (Studio Code) - https://t.co/k7zVJCA1Zw"
"Free Advance Movie Screening of Edge of Seventeen (@EdgeOf17) in Tampa, FL (Studio Code) - https://t.co/3s2vEA0jGu"
You know what's a good movie?: 'Edge Of Seventeen' Here's my review elaborating on that thought: https://t.co/pf6QSfi5Ir
"#Movie Hailee Steinfeld Helps Turn Edge Of Seventeen Into A Funny, Biting Teen Comedy https://t.co/Ok2CPJDXjP #Film #cinema"
#Movie Kelly Fremon Craig And James L. Brooks On The Edge Of Seventeen And Creating The Perfect Inner-Teenager https://t.co/nXcq7RQboI #
Free screenings tonight: The Edge of Seventeen at Alamo Drafthouse and Nocturnal Animals at Angelika Dallas.
The smartest thing about the teen dramedy #TheEdgeOfSeventeen is its measured take on its protagonist's theatrics. https://t.co/KuGaQcmM4d
RT @HSteinfeldNews: 'The Edge Of Seventeen' will be in theaters on December 22 in Brazil! #EdgeOf17
RT @HSteinfeldNews: Check out the dates for the international release of 'The Edge Of Seventeen'!  #EdgeOf17 https://t.co/cbnMylN3Ap
RT @HSteinfeldNews: New stills of Hailee Steinfeld in 'The Edge Of Seventeen' #EdgeOf17 https://t.co/lGE4gylTa4
"RT @HSteinfeldNews: Hailee Steinfeld, photographed at the Four Seasons hotel in Los Angeles for 'The Edge of Seventeen' press https://t.co/"
RT @AMCTheatres: Awkward is the new cool. @HaileeSteinfeld stars in #EdgeOf17 - coming to theatres this weekend! Get tix: https://t.co/PHJ9
